Job Title,Company,Location,Job URL,Date Posted,Department,Description,Suspicious Title,Suspicious Company,Suspicious Description,Suspicious URL,Suspicious Salary,Suspicious Contact,Fake Job Indicator
Data Analyst Summer Intern,Experian,"['US', 'Arkansas', 'Pulaski County', 'Little Rock']",https://www.adzuna.com/land/ad/4912475248?se=yGGSv4ud7xGhF-JMNZ_SoQ&utm_medium=api&utm_source=fb08740f&v=62CB7838501E8CC9ECA825907C01CBA1DEE8B946,2024-10-24T11:15:09Z,N/A,"Company Description Experian is the world's leading global information services company. During life's big moments – from buying a home or a car, to sending a child to college, to growing a business by connecting with new customers – we empower consumers and our clients to manage their data with confidence. We help individuals to take financial control and access financial services, businesses to make smarter decisions and thrive, lenders to lend more responsibly, and organizations to prevent i…",False,False,False,False,False,True,True
